trip_id,driver_id,start_time,end_time,start_lat,start_lon,end_lat,end_lon,distance_miles,duration,avg_speed,max_speed,hard_brakes,time_of_day,weather,claim
139,DRIVER-2,2025-09-10 03:45:39.898005,2025-09-10 04:21:39.898005,40.91151296269184,-73.8253575981632,40.54932925490534,-73.96465900933612,56.5,36,53.8,52.1,4,evening,rain,1
140,DRIVER-44,2025-09-06 08:46:02.564666,2025-09-06 09:48:02.564666,40.95135516250375,-73.72623629625731,40.73404465509911,-74.08849274143616,42.7,62,39.5,65.5,1,afternoon,fog,0
141,DRIVER-39,2025-09-07 18:32:50.317472,2025-09-07 19:29:50.317472,40.95525719447533,-73.98153509264444,40.706763451859445,-74.01689527000697,8.6,57,21.5,79.2,1,afternoon,storm,0
142,DRIVER-48,2025-09-09 14:52:25.247505,2025-09-09 15:20:25.247505,40.73412814047308,-73.90553334302408,40.908351034084106,-73.86158829178156,23.5,28,59.2,60.0,2,afternoon,rain,0
143,DRIVER-47,2025-09-12 01:09:06.921456,2025-09-12 02:19:06.921456,40.73288564328213,-74.19237189261688,40.73401106693548,-73.90717095294413,24.3,70,45.3,64.1,0,afternoon,snow,0
144,DRIVER-24,2025-09-08 23:02:02.487392,2025-09-08 23:24:02.487392,40.71848787731653,-74.13422835223139,40.94822654737472,-74.09770242186619,18.7,22,46.9,75.8,1,evening,storm,0
145,DRIVER-25,2025-09-11 15:00:48.513245,2025-09-11 15:57:48.513245,40.61753632518861,-73.81189521318791,40.69469470855348,-73.87579487129965,17.5,57,34.4,74.3,1,afternoon,snow,0
146,DRIVER-33,2025-09-06 00:43:32.568339,2025-09-06 01:10:32.568339,40.5662301008884,-73.88584818352139,40.859210757988194,-74.07503719072734,6.4,27,50.9,72.5,4,night,storm,1
147,DRIVER-16,2025-09-10 05:48:33.597603,2025-09-10 06:03:33.597603,40.7028543655706,-74.19351026788468,40.73512334990968,-74.08425708701574,80.5,15,48.7,85.2,3,morning,clear,0
148,DRIVER-24,2025-09-08 06:51:29.553813,2025-09-08 07:40:29.553813,40.78688248177768,-73.70535567088496,40.72488806701188,-73.91571112724347,41.5,49,48.4,53.2,0,morning,fog,0
149,DRIVER-12,2025-09-06 18:19:49.882559,2025-09-06 19:52:49.882559,40.96235055439429,-74.17640013597855,40.755280411818674,-73.79998299665374,11.8,93,55.2,74.7,0,night,fog,0
150,DRIVER-44,2025-09-10 18:58:59.814120,2025-09-10 19:26:59.814120,40.89591889321541,-73.84847423026584,40.6966147316696,-73.98425768442539,12.2,28,67.0,87.5,1,afternoon,fog,0
151,DRIVER-47,2025-09-10 16:33:23.558981,2025-09-10 16:50:23.558981,40.866923600293205,-73.92716127617207,40.65809059445607,-73.8087431761877,52.6,17,41.5,67.5,0,afternoon,clear,0
152,DRIVER-28,2025-09-09 15:39:09.419634,2025-09-09 16:22:09.419634,40.5571840831163,-73.84073201734121,40.6957422684827,-73.91318780476807,84.5,43,48.7,68.3,1,night,snow,0
153,DRIVER-16,2025-09-07 19:29:12.051047,2025-09-07 20:48:12.051047,40.79173098193412,-74.11898790144956,40.56401684382924,-73.97607705509935,82.1,79,52.0,89.6,0,evening,rain,0
154,DRIVER-13,2025-09-09 08:20:35.109943,2025-09-09 09:59:35.109943,40.52178746468294,-74.1247066007877,40.72239924744049,-73.77496726973479,39.8,99,66.7,56.7,2,afternoon,rain,0
155,DRIVER-29,2025-09-06 13:50:54.507604,2025-09-06 14:23:54.507604,40.71902142490786,-73.88397675803235,40.7533795762058,-74.14065798262916,44.5,33,55.1,82.8,1,night,snow,0
156,DRIVER-38,2025-09-09 03:52:48.500321,2025-09-09 04:49:48.500321,40.55020361604193,-73.91695102854383,40.57299445318445,-74.18015052573064,5.8,57,42.4,89.2,0,night,snow,0
157,DRIVER-47,2025-09-09 00:57:40.441435,2025-09-09 02:01:40.441435,40.781440133293096,-73.82687724473189,40.83160421573129,-74.06344553220349,73.2,64,39.3,60.0,0,afternoon,storm,0
158,DRIVER-15,2025-09-07 06:57:00.003117,2025-09-07 07:33:00.003117,40.709055346147466,-73.7564795257993,40.69296032079022,-74.18100532736862,58.6,36,47.7,71.9,3,morning,clear,0
159,DRIVER-3,2025-09-06 10:11:46.252032,2025-09-06 10:39:46.252032,40.5101257697673,-73.9319326361798,40.50993759416416,-74.18460034103423,33.3,28,68.1,77.4,0,morning,rain,0
160,DRIVER-26,2025-09-12 09:14:03.060832,2025-09-12 10:52:03.060832,40.935022396209234,-74.04096176097514,40.640750590631846,-74.15699646716641,83.5,98,24.0,87.4,3,morning,snow,1
161,DRIVER-29,2025-09-06 20:39:12.951252,2025-09-06 21:46:12.951252,40.9782704540464,-74.08013276179611,40.607364056458245,-73.96603982056799,50.2,67,38.7,72.0,3,night,storm,0
162,DRIVER-50,2025-09-06 17:21:34.256734,2025-09-06 18:35:34.256734,40.54962558743703,-74.15066379369863,40.51844731935594,-74.11378053689948,61.8,74,67.9,84.7,3,morning,fog,0
163,DRIVER-40,2025-09-08 05:23:54.770278,2025-09-08 06:23:54.770278,40.50477681089708,-73.90056575108505,40.84958641144623,-73.89438258238414,12.3,60,27.3,75.4,0,evening,rain,0
164,DRIVER-27,2025-09-09 06:46:39.522563,2025-09-09 06:58:39.522563,40.61144157363533,-74.1259065705635,40.62245911282642,-74.02077217741592,38.7,12,24.7,81.9,0,evening,clear,0
165,DRIVER-34,2025-09-06 21:14:52.147388,2025-09-06 22:25:52.147388,40.57339287274451,-73.75444610827802,40.6154639889579,-73.75307815278572,71.6,71,23.6,62.9,0,afternoon,storm,0
166,DRIVER-20,2025-09-07 02:42:10.241433,2025-09-07 03:03:10.241433,40.87584149157711,-74.06131856932693,40.99379561244331,-73.80575067800811,63.9,21,62.3,82.8,0,evening,rain,0
167,DRIVER-47,2025-09-06 02:16:55.631533,2025-09-06 02:30:55.631533,40.95252351066787,-74.02608867984229,40.85529533454178,-74.07062437779106,37.1,14,39.3,78.3,1,morning,snow,0
168,DRIVER-29,2025-09-08 22:14:13.747379,2025-09-08 23:13:13.747379,40.6059008843008,-73.83004404645176,40.74090736876736,-73.83373738162682,32.0,59,20.9,71.4,1,morning,rain,0
169,DRIVER-40,2025-09-07 12:29:28.890318,2025-09-07 12:44:28.890318,40.87455847655552,-74.05460188848183,40.64406300437332,-73.93255385727633,45.0,15,67.3,88.0,4,morning,rain,1
170,DRIVER-29,2025-09-05 22:04:27.203514,2025-09-05 22:43:27.203514,40.86840471196256,-73.99394501415733,40.641666471726566,-73.85432824582443,62.3,39,58.8,54.1,3,evening,fog,0
171,DRIVER-21,2025-09-11 23:50:54.111144,2025-09-12 00:23:54.111144,40.76607803091819,-74.17339470623928,40.86030937276747,-73.9737245374805,37.6,33,31.9,82.3,4,night,snow,1
172,DRIVER-37,2025-09-11 13:57:55.132308,2025-09-11 15:00:55.132308,40.76785250258527,-74.08449445113395,40.537936802557496,-73.79453325840292,70.5,63,47.3,80.3,1,night,fog,0
173,DRIVER-39,2025-09-07 05:46:44.345229,2025-09-07 06:47:44.345229,40.785647033070624,-74.1480383440807,40.87317676134592,-73.80550980769046,50.4,61,20.5,70.9,4,evening,clear,1
174,DRIVER-7,2025-09-08 02:03:42.257403,2025-09-08 02:45:42.257403,40.99534762724764,-74.13684222041937,40.73691209059747,-74.00907770505994,9.3,42,41.5,75.3,0,night,snow,0
175,DRIVER-21,2025-09-06 07:27:10.014454,2025-09-06 08:36:10.014454,40.801663062053066,-73.72397040476037,40.61577347388574,-74.03374894144908,78.8,69,28.5,74.5,4,night,fog,1
176,DRIVER-47,2025-09-10 15:35:05.633158,2025-09-10 16:54:05.633158,40.990378851997264,-74.16014495772384,40.601181986062976,-73.99083507327367,38.7,79,38.5,50.8,3,evening,storm,0
177,DRIVER-14,2025-09-08 00:59:32.998922,2025-09-08 02:03:32.998922,40.6044765170941,-74.08943814429537,40.97749616868811,-73.99365831145018,61.9,64,22.5,58.4,2,morning,fog,0
178,DRIVER-11,2025-09-12 04:11:29.918720,2025-09-12 04:32:29.918720,40.790780987949695,-74.15810064878765,40.50401472061464,-74.14848474315367,27.4,21,54.9,76.6,1,afternoon,clear,0
179,DRIVER-9,2025-09-07 12:21:11.960916,2025-09-07 13:17:11.960916,40.76905043256743,-74.1849453831623,40.56999409126902,-74.09397106629788,40.3,56,22.4,63.9,3,night,snow,1
180,DRIVER-2,2025-09-09 17:52:56.205922,2025-09-09 19:18:56.205922,40.57351371810874,-74.00672676454832,40.64198502685571,-73.88068288217255,16.6,86,25.1,65.3,3,afternoon,fog,0
181,DRIVER-36,2025-09-11 23:24:11.955166,2025-09-12 00:50:11.955166,40.73153561923187,-73.90524898057663,40.698327461455065,-74.00805500122993,58.7,86,26.4,84.1,4,night,fog,1
182,DRIVER-11,2025-09-06 12:09:22.235896,2025-09-06 13:42:22.235896,40.91344466775159,-73.84764312193467,40.911674829876205,-73.82408690059768,16.4,93,41.2,51.8,3,afternoon,storm,0
183,DRIVER-2,2025-09-08 22:00:08.045470,2025-09-08 22:53:08.045470,40.59123359256853,-74.08187681603069,40.65634995871554,-73.76075547594024,42.6,53,51.5,78.7,2,night,fog,0
184,DRIVER-8,2025-09-10 11:21:55.486365,2025-09-10 12:01:55.486365,40.651752206945176,-73.8846032516082,40.93345811545377,-73.98936381242372,33.7,40,59.6,65.5,2,afternoon,snow,0
185,DRIVER-15,2025-09-11 05:07:15.802165,2025-09-11 05:38:15.802165,40.551286579914304,-73.92923024779715,40.92482455918056,-73.88041827352961,17.8,31,58.0,80.7,2,night,storm,0
186,DRIVER-18,2025-09-12 08:43:33.968440,2025-09-12 10:04:33.968440,40.51401948249255,-74.18428456821442,40.98751965115231,-73.74519830072464,7.7,81,21.5,56.8,0,morning,snow,0
187,DRIVER-21,2025-09-12 06:01:36.764336,2025-09-12 06:53:36.764336,40.92649310845111,-73.84277721410352,40.84295258732872,-74.119789631065,59.9,52,59.9,74.5,4,evening,clear,1
188,DRIVER-1,2025-09-08 22:39:39.695687,2025-09-08 23:37:39.695687,40.79566778556392,-73.85365256647269,40.790795103926726,-74.15357378359543,64.4,58,40.8,69.7,3,afternoon,storm,0
189,DRIVER-33,2025-09-09 05:27:56.109003,2025-09-09 05:47:56.109003,40.98213126438818,-73.77028131942168,40.622133606980384,-74.15302167969672,25.7,20,20.7,79.2,1,afternoon,storm,0
190,DRIVER-13,2025-09-11 00:15:58.673515,2025-09-11 01:54:58.673515,40.823918492107794,-73.76246272475942,40.79750878851614,-73.80236621527787,72.4,99,39.9,82.6,1,evening,clear,0
191,DRIVER-44,2025-09-07 13:02:13.242310,2025-09-07 13:49:13.242310,40.63155707016121,-73.9831716298848,40.93462381100578,-74.14888841215382,18.9,47,63.8,76.9,0,evening,snow,0
192,DRIVER-10,2025-09-06 17:35:20.638559,2025-09-06 18:20:20.638559,40.80000711042507,-73.91494173261688,40.81176255200023,-74.09561153973314,32.6,45,57.6,86.6,0,afternoon,fog,0
193,DRIVER-23,2025-09-09 17:01:34.488283,2025-09-09 17:47:34.488283,40.86457432744035,-74.18659676482304,40.66415665161831,-73.8080121355709,38.6,46,22.8,76.7,4,night,snow,1
194,DRIVER-28,2025-09-06 22:12:18.874487,2025-09-06 23:36:18.874487,40.858136506563405,-74.03371399108384,40.56232847125736,-74.1522787297945,9.6,84,42.2,50.7,3,night,rain,1
195,DRIVER-47,2025-09-11 06:10:10.503244,2025-09-11 07:26:10.503244,40.51419370371976,-74.17987691791862,40.69607534929326,-73.77819931225201,35.4,76,53.1,80.5,4,afternoon,snow,1
196,DRIVER-31,2025-09-06 06:41:12.124192,2025-09-06 08:04:12.124192,40.59228137467245,-74.00551240482892,40.78728866812716,-73.93073712168822,12.4,83,43.1,78.4,0,night,storm,0
197,DRIVER-47,2025-09-05 21:11:52.534750,2025-09-05 22:31:52.534750,40.663401267421285,-73.7562197815939,40.87537030172432,-73.92609609509796,20.4,80,32.7,85.2,4,night,fog,1
198,DRIVER-17,2025-09-08 22:27:43.570599,2025-09-08 22:48:43.570599,40.79102870738463,-73.90794016664539,40.55175386429528,-74.1610031579637,6.8,21,45.1,50.3,1,morning,clear,0
199,DRIVER-10,2025-09-09 06:28:23.159628,2025-09-09 07:12:23.159628,40.51028040611564,-73.76642996679958,40.939128984907086,-74.09804230732826,55.7,44,40.2,54.3,2,morning,storm,0
200,DRIVER-24,2025-09-05 20:54:06.066394,2025-09-05 22:29:06.066394,40.54345476884491,-74.04005809785066,40.99773454284145,-73.78093150725648,32.2,95,46.0,85.0,2,afternoon,fog,0
201,DRIVER-45,2025-09-09 07:40:25.189428,2025-09-09 09:00:25.189428,40.53797629377043,-74.15487009312163,40.72132237040284,-73.80980064954554,34.6,80,54.7,75.2,3,morning,clear,0
202,DRIVER-41,2025-09-08 13:53:16.080749,2025-09-08 14:46:16.080749,40.92100790294318,-74.19002900247224,40.61904534638522,-73.83076394042644,59.3,53,54.0,63.1,4,night,storm,1
203,DRIVER-24,2025-09-07 20:33:10.836219,2025-09-07 21:30:10.836219,40.64536328356949,-73.93579071831125,40.76150322433302,-74.15718242267877,23.2,57,25.5,85.6,4,morning,storm,1
204,DRIVER-9,2025-09-08 16:15:09.779782,2025-09-08 16:29:09.779782,40.869147132082816,-73.99578392962646,40.77635805132461,-73.86068268138725,36.2,14,56.3,72.3,4,afternoon,snow,1
205,DRIVER-10,2025-09-11 00:37:30.560733,2025-09-11 01:12:30.560733,40.894527886957285,-73.99498706059433,40.85570380571943,-74.07340608609543,17.9,35,41.5,52.0,3,night,snow,1
206,DRIVER-14,2025-09-09 12:47:01.471731,2025-09-09 14:02:01.471731,40.73155198950221,-74.11163794166507,40.823918132376505,-73.85224389470783,83.8,75,63.1,61.1,0,night,rain,0
207,DRIVER-43,2025-09-06 17:56:00.261252,2025-09-06 18:21:00.261252,40.65795798376432,-74.15968350575886,40.56052337986962,-74.05534795218598,9.4,25,39.1,81.2,2,night,rain,0
208,DRIVER-27,2025-09-10 04:57:17.461522,2025-09-10 05:16:17.461522,40.76068225382846,-74.04820499316565,40.90831132274527,-73.95484196256587,66.1,19,66.4,58.3,3,evening,rain,1
209,DRIVER-43,2025-09-12 00:53:23.333141,2025-09-12 01:05:23.333141,40.98031387079215,-74.17367074774225,40.8856960862587,-74.02404748634119,62.9,12,40.3,66.1,0,night,rain,0
210,DRIVER-48,2025-09-06 17:27:12.477032,2025-09-06 18:32:12.477032,40.58911822236605,-73.98629721008173,40.58403582488779,-74.0685787028717,43.0,65,52.0,80.4,0,morning,snow,0
211,DRIVER-36,2025-09-05 21:47:57.632148,2025-09-05 22:21:57.632148,40.58316257418675,-74.09072849734696,40.76280953650026,-73.87450362208048,16.5,34,21.3,68.8,1,afternoon,snow,0
212,DRIVER-22,2025-09-10 05:41:53.406024,2025-09-10 07:18:53.406024,40.84175135059506,-73.94064824482905,40.84095476682728,-74.1069765983629,54.9,97,34.0,66.2,0,morning,clear,0
213,DRIVER-30,2025-09-07 10:03:14.985319,2025-09-07 11:36:14.985319,40.636940400678505,-73.73597862473895,40.64187960135333,-73.7937196853311,44.2,93,26.8,52.2,2,afternoon,snow,0
214,DRIVER-39,2025-09-10 06:49:22.741472,2025-09-10 06:59:22.741472,40.59015094359636,-73.8909941405595,40.5824407152617,-74.02746377580522,48.7,10,35.1,73.9,4,evening,snow,1
215,DRIVER-37,2025-09-11 01:30:15.965656,2025-09-11 02:05:15.965656,40.91518533847369,-73.83880304009581,40.59659600333325,-73.88593369092837,54.3,35,41.6,87.6,0,night,fog,0
216,DRIVER-20,2025-09-07 08:41:24.019115,2025-09-07 09:18:24.019115,40.57141126984398,-73.99305261557411,40.6730938445131,-74.17811154682896,20.9,37,60.4,51.6,0,afternoon,clear,0
217,DRIVER-48,2025-09-10 05:24:06.498089,2025-09-10 06:43:06.498089,40.66926065382559,-74.05913647354085,40.57742275494447,-73.7857540640193,46.8,79,63.4,68.9,2,night,snow,0
218,DRIVER-37,2025-09-07 14:06:53.304627,2025-09-07 15:39:53.304627,40.889988995885936,-73.74881136537113,40.6095226947992,-74.10744496153356,79.5,93,52.2,69.0,1,afternoon,fog,0
219,DRIVER-44,2025-09-06 23:40:15.050056,2025-09-07 01:04:15.050056,40.68857604686344,-73.99074718404397,40.69318425327979,-73.97269051162371,57.9,84,40.7,83.0,1,morning,snow,0
220,DRIVER-18,2025-09-11 17:20:32.053154,2025-09-11 18:06:32.053154,40.59714974461724,-74.11527775909234,40.61978110076605,-73.81161357464832,70.6,46,29.0,76.6,0,morning,fog,0
221,DRIVER-39,2025-09-07 15:40:42.433320,2025-09-07 15:50:42.433320,40.64792184496374,-73.71387932928289,40.69943353459732,-74.00096643106785,66.1,10,28.7,80.9,0,evening,clear,0
222,DRIVER-13,2025-09-07 05:25:59.337050,2025-09-07 06:40:59.337050,40.96583520757713,-73.98694088600195,40.60228276630174,-74.03654731337708,32.6,75,37.3,84.9,3,night,rain,1
223,DRIVER-7,2025-09-10 05:57:33.704488,2025-09-10 07:19:33.704488,40.57554241175736,-74.07991284409582,40.7897891823984,-73.83846241795793,17.1,82,32.9,53.2,2,afternoon,rain,0
224,DRIVER-43,2025-09-07 08:05:51.550486,2025-09-07 09:17:51.550486,40.94393881956845,-73.75518579059028,40.68246997474733,-73.70872042149412,70.6,72,31.1,54.0,3,night,fog,0
225,DRIVER-26,2025-09-10 06:47:23.582670,2025-09-10 07:39:23.582670,40.78379863995801,-73.88351992992102,40.68693647921206,-73.7857393826339,82.3,52,31.8,84.7,3,night,rain,1
226,DRIVER-33,2025-09-10 12:20:36.142794,2025-09-10 13:52:36.142794,40.79781259272281,-73.92160512052065,40.55656714411887,-73.88362414584886,17.8,92,67.7,80.2,1,evening,fog,0
227,DRIVER-37,2025-09-08 14:36:24.692539,2025-09-08 15:25:24.692539,40.78380047125861,-73.81491364659561,40.83967842817105,-74.1893914066141,72.2,49,35.8,68.5,0,evening,snow,0
228,DRIVER-41,2025-09-12 05:12:37.634491,2025-09-12 05:38:37.634491,40.92423817267384,-73.80559238595819,40.69751559706165,-74.18154039660558,74.8,26,44.3,52.6,3,afternoon,rain,1
229,DRIVER-13,2025-09-10 15:02:23.195198,2025-09-10 16:36:23.195198,40.54759475614592,-74.02755361787004,40.74144226669044,-74.09787422982512,70.5,94,45.5,60.9,3,night,fog,0
230,DRIVER-25,2025-09-10 14:54:43.214715,2025-09-10 15:53:43.214715,40.79933230376476,-74.01739343055071,40.77699707945777,-73.88258422569669,52.7,59,38.2,89.7,2,night,storm,0
231,DRIVER-31,2025-09-12 14:27:11.208999,2025-09-12 16:03:11.208999,40.93182745861802,-73.92446172828959,40.63431163014173,-73.74074393394503,65.1,96,68.0,71.0,0,night,clear,0
232,DRIVER-12,2025-09-11 15:04:03.400274,2025-09-11 15:24:03.400274,40.98904074843277,-73.9698210469822,40.55931070673911,-74.02411448198116,42.9,20,20.7,84.3,1,night,snow,0
233,DRIVER-21,2025-09-07 07:21:23.470081,2025-09-07 07:58:23.470081,40.65947267848422,-73.83369291167735,40.67182093249078,-74.01563857166644,74.1,37,57.3,73.2,4,afternoon,clear,1
234,DRIVER-33,2025-09-10 16:23:39.550411,2025-09-10 16:39:39.550411,40.80743143409648,-73.8917644358788,40.61842362791229,-73.88906801617333,70.9,16,46.8,87.1,0,afternoon,fog,0
235,DRIVER-7,2025-09-08 15:07:09.735164,2025-09-08 16:05:09.735164,40.95984972003354,-73.79501532552901,40.64375855309084,-73.76746270438889,61.5,58,69.7,79.7,4,morning,rain,1
236,DRIVER-21,2025-09-10 17:58:38.605763,2025-09-10 18:22:38.605763,40.85707467903652,-74.10075203784181,40.77680400335997,-74.13740241050313,20.9,24,52.0,62.3,0,night,snow,0
237,DRIVER-30,2025-09-11 10:02:58.920138,2025-09-11 10:42:58.920138,40.71365664092627,-74.01516251154936,40.54230192788032,-74.19399508543906,34.4,40,51.8,65.7,2,evening,storm,0
238,DRIVER-8,2025-09-07 13:22:09.381471,2025-09-07 14:24:09.381471,40.91136152473578,-73.83665422881464,40.58738386925894,-73.93997175821805,43.1,62,59.1,61.4,2,morning,rain,0
239,DRIVER-6,2025-09-05 21:50:36.614232,2025-09-05 22:01:36.614232,40.921910343469776,-74.0211811301161,40.66892207849061,-74.09929656260626,84.2,11,36.0,60.2,0,morning,clear,0
240,DRIVER-9,2025-09-06 05:45:03.523668,2025-09-06 06:35:03.523668,40.95555118104318,-73.9203378051406,40.59691822348426,-73.73807236052613,75.4,50,25.6,80.3,1,evening,rain,0
241,DRIVER-37,2025-09-07 05:45:05.748436,2025-09-07 07:23:05.748436,40.9988314791168,-73.99479428855815,40.725846239022935,-73.72091182488121,67.6,98,50.6,84.5,2,evening,rain,0
242,DRIVER-23,2025-09-08 07:33:21.811984,2025-09-08 08:56:21.811984,40.87354061480574,-73.77613949628979,40.764276376799614,-74.16492567650646,60.0,83,37.2,61.1,2,evening,clear,0
243,DRIVER-36,2025-09-09 00:40:54.309147,2025-09-09 01:00:54.309147,40.87123776333663,-73.8049298138547,40.62523686063562,-73.9061499831354,44.9,20,23.3,50.5,1,afternoon,rain,0
244,DRIVER-33,2025-09-11 00:43:48.060341,2025-09-11 01:24:48.060341,40.75530375779748,-74.18764945189747,40.72767302656808,-73.79317445472759,9.0,41,30.4,56.7,2,night,fog,0
245,DRIVER-36,2025-09-11 10:59:05.909114,2025-09-11 11:29:05.909114,40.81442730973402,-73.87579730235097,40.85262152107249,-73.79074847872693,50.9,30,56.2,78.5,0,afternoon,rain,0
246,DRIVER-46,2025-09-10 01:06:27.478928,2025-09-10 01:54:27.478928,40.69010492076221,-74.03199113910468,40.680422296152045,-73.74157208501848,25.8,48,31.2,62.6,1,morning,rain,0
247,DRIVER-23,2025-09-08 05:41:27.345797,2025-09-08 07:18:27.345797,40.55500661624228,-73.85164105538514,40.59109209582053,-73.98718114831166,12.6,97,49.1,63.3,4,afternoon,rain,1
248,DRIVER-20,2025-09-09 22:24:32.954132,2025-09-09 22:57:32.954132,40.86128789342412,-74.13540138902549,40.89389292508523,-74.08978226407866,37.9,33,66.7,52.3,0,afternoon,storm,0
249,DRIVER-7,2025-09-09 21:46:45.419531,2025-09-09 23:10:45.419531,40.9984473898801,-74.19383306491501,40.63042706142729,-74.13424836615619,46.2,84,40.8,66.6,1,evening,storm,0
250,DRIVER-25,2025-09-09 20:32:37.112252,2025-09-09 21:59:37.112252,40.67185526556076,-73.95496433845011,40.71901001265259,-73.8041004796419,23.5,87,39.8,75.8,0,afternoon,storm,0
251,DRIVER-23,2025-09-11 14:31:06.789684,2025-09-11 15:46:06.789684,40.84038694786472,-74.19018255901197,40.72408502249247,-73.81361368612883,21.9,75,44.2,73.2,0,morning,snow,0
252,DRIVER-16,2025-09-07 08:05:08.408320,2025-09-07 08:22:08.408320,40.8282532739558,-73.96403847959884,40.52457502787401,-74.09930259140366,76.7,17,26.6,85.2,0,evening,snow,0
253,DRIVER-34,2025-09-10 02:19:53.129009,2025-09-10 03:47:53.129009,40.77758661307077,-73.9749315871633,40.92904027948978,-73.8423416506855,17.5,88,37.9,54.2,4,morning,rain,1
254,DRIVER-49,2025-09-05 23:42:47.660961,2025-09-06 00:25:47.660961,40.5625952374765,-74.06823875359498,40.58687434368828,-73.74750718811585,51.7,43,45.4,55.4,2,night,storm,0
255,DRIVER-42,2025-09-10 04:38:15.129079,2025-09-10 05:25:15.129079,40.899271416518346,-73.88547015471903,40.78851061368941,-73.98675477338803,49.8,47,45.1,79.8,3,night,storm,0
